Company Name,Head Line,Published Date,Date,Sentiment Analysis,Chatgpt 3.5,Predictions,,Stock dated one day after ,Stock dated after hold period ,Stock rate (one day after),Stock rate (after hold period),Net profit or loss,sentiment analysis score 
JSW STEEL LTD.,JSW Steel to maintain shipments to Europe without passing on cost of new export tax,2022-05-30T07:00:00Z,2022-05-30,1,TRUE,"YES
Hold for at least 90 days.
JSW Steel's decision to maintain shipments to Europe without passing on the cost of the new export tax is likely to have a positive impact on the short-term stock price, as it demonstrates the company's commitment to its European market and customer base.",,(31 may 2022),(29 august 2022),536.8,649.45,112.65,y
JSW STEEL LTD.,SBI acquires minority stake in JSW Cement for Rs 100 crore,2021-12-21T08:00:00Z,2021-12-21,1,TRUE,"YES
Hold for at least 180 days.
SBI's acquisition of a minority stake in JSW Cement for Rs 100 crore is likely to have a positive impact on the short-term stock price of JSW Steel, as it indicates financial backing and potential synergies in the cement industry.",,(22 december 2021),(20 june 2022),654.4,550.45,-103.95,n
COAL INDIA LTD.,"CIL, unions agree on 19% wage hike for non-exec staff",2023-01-04T08:00:00Z,2023-01-04,1,TRUE,"YES
Hold for at least 60 days.
The agreement between CIL and unions on a 19% wage hike for non-executive staff is likely to have a positive impact on the short-term stock price of Coal India, as it can boost employee morale and potentially lead to improved productivity and stability in the company.",,(5 january 2023),(6 march 2023),218,224.85,6.85,y
COAL INDIA LTD.,Indonesian company beats Adani in CIL coal import tender,2022-07-07T07:00:00Z,2022-07-07,-1,TRUE,"NO
The headline indicating that an Indonesian company beat Adani in a Coal India coal import tender is likely to have a negative impact on the short-term stock price of Coal India, as it may raise concerns about the company's competitiveness and potential revenue losses.",,,,,,0,
COAL INDIA LTD.,CIL coal import: Bid validity pruned to 60 days as bidders cite volatility,2022-06-21T07:00:00Z,2022-06-21,0,TRUE,"UNKNOWN
The impact of the reduction in bid validity for CIL coal imports to 60 days due to bidder concerns about volatility on the short-term stock price of Coal India is uncertain, as it depends on how this change affects the company's operations and contracts.",,,,,,0,
COAL INDIA LTD.,"For the first time, CIL invites bids for importing coal",2022-06-10T07:00:00Z,2022-06-10,0,TRUE,"UNKNOWN
The impact of Coal India's decision to invite bids for importing coal for the first time on their short-term stock price is uncertain, as it depends on the outcome of the bidding process and the strategic implications for the company.",,,,,,0,
Hindustan Aeronautics Ltd,HAL plans new runway parallel to existing facility at Nashik airport,2022-12-09T08:00:00Z,2022-12-09,1,TRUE,"YES
Hold for at least 120 days.
Hindustan Aeronautics' plan to build a new runway parallel to its existing facility at Nashik airport is likely to have a positive impact on the short-term stock price, as it indicates potential expansion and increased production capacity.",,(12 december 2022),(9 april 2023),"2,726.80","2,816.75",89.95,y
Hindustan Aeronautics Ltd,HAL turns down NMPML proposal to allow buses to enter airport terminal,2021-11-23T08:00:00Z,2021-11-23,0,TRUE,"UNKNOWN
The impact of HAL's decision to reject the proposal allowing buses to enter the airport terminal on the short-term stock price of Hindustan Aeronautics is uncertain, as it depends on the specific reasons behind the decision and any potential consequences for the company's operations.",,,,,,0,
INDIAN OIL CORPORATION LTD.,Automobile lubricants doorstep delivery: Indian Oil partners with FuelBuddy,2022-12-20T08:00:00Z,2022-12-20,1,TRUE,"YES
Hold for at least 90 days.
Indian Oil Corporation's partnership with FuelBuddy to offer automobile lubricants doorstep delivery is likely to have a positive impact on the short-term stock price, as it opens up new revenue channels and enhances customer convenience",,(21 december 2022),(21 march 2023),77.55,79.51,1.96,y
INDIAN OIL CORPORATION LTD.,Indian Oil to up EV charging stations to 24 in next 2 yrs,2022-12-03T08:00:00Z,2022-12-03,1,TRUE,"YES
Hold for at least 180 days.
Indian Oil Corporation's plan to increase EV charging stations to 24 in the next 2 years is likely to have a positive impact on the short-term stock price, signaling their commitment to the growing electric vehicle market and potential revenue growth from EV-related services.",,(4 december 2022),(2 june 2023),77,89.81,12.81,y
INDIAN OIL CORPORATION LTD.,IndianOil becomes retail business partners for Dabur LPG distributions to sell FMCG products,2022-02-23T08:00:00Z,2022-02-23,1,TRUE,"YES
Hold for at least 90 days.
Indian Oil Corporation's partnership with Dabur for retailing FMCG products through LPG distribution channels is likely to have a positive impact on the short-term stock price, as it opens up new revenue streams and enhances customer engagement.",,(24 febraury 2022),(25 may 2022),114.25,114.85,0.6,y
INDIAN OIL CORPORATION LTD.,"IOC pays Rs 2,424 crore as dividend tranche to govt",2021-11-25T08:00:00Z,2021-11-25,0,TRUE,"UNKNOWN
The impact of Indian Oil Corporation paying Rs 2,424 crore as a dividend tranche to the government on the short-term stock price is uncertain, as it depends on various factors, including the company's financial performance and market conditions.",,,,,,0,
INDIAN OIL CORPORATION LTD.,Two workers die in LPG tank at IOCL plant in Madhya Pradesh after ‘fall’,2021-10-15T07:00:00Z,2021-10-15,-1,TRUE,"NO
The news of two workers dying in an LPG tank accident at an IOCL plant in Madhya Pradesh is likely to have a negative impact on the short-term stock price of Indian Oil Corporation, as it may raise safety concerns and lead to potential disruptions in operations.",,,,,,0,
BRITANNIA INDUSTRIES LTD.,Britannia acquires controlling stake in Kenya's Kenafric Biscuits,2022-10-06T07:00:00Z,2022-10-06,1,TRUE,"YES
Hold for at least 180 days.
Britannia Industries' acquisition of a controlling stake in Kenya's Kenafric Biscuits is likely to have a positive impact on the short-term stock price, as it opens up new market opportunities and revenue streams in Africa.",,(7 october 2022),(5 april 2023),"3,798.95","4,328.25",529.30,y
BRITANNIA INDUSTRIES LTD.,Britannia Industries unveils 'Marie Gold Jeera' to serve regional customers in TN,2022-04-24T07:00:00Z,2022-04-24,1,TRUE,"YES
Hold for at least 90 days.
Britannia Industries' introduction of 'Marie Gold Jeera' to cater to regional customers in Tamil Nadu is likely to have a positive impact on the short-term stock price, as it demonstrates the company's commitment to customization and potential for increased market share in the region.",,(25 april 2022),(24 july 2022),"3,301.00","3,885.30",584.30,y
InterGlobe Aviation Ltd,IndiGo looking at 'wet leasing' planes to meet travel demand,2022-11-04T07:00:00Z,2022-11-04,1,TRUE,"YES
Hold for at least 90 days.
IndiGo's consideration of 'wet leasing' planes to meet increased travel demand is likely to have a positive impact on the short-term stock price of InterGlobe Enterprises, as it demonstrates adaptability and potential revenue growth in a recovering aviation industry.",,(7 november 2022),(3 february 2023),"1,774.45","2,098.55",324.10,y
InterGlobe Aviation Ltd,IndiGo weighs charging fliers for checked bags as market heats up,2021-11-17T08:00:00Z,2021-11-17,1,TRUE,"YES
Hold for at least 180 days.
IndiGo's consideration of charging passengers for checked bags amid increased competition in the airline market is likely to have a positive impact on the short-term stock price of InterGlobe Enterprises, as it suggests potential for improved profitability and revenue generation.",,(18 november 2021),(17 may 2022),"2,344.00","1,681.00",-663.00,n
Zomato Ltd,Alibaba to sell Zomato shares worth $200 million via block deal: Report,2022-11-29T08:00:00Z,2022-11-29,-1,TRUE,"NO
Alibaba's plan to sell Zomato shares worth $200 million via a block deal is likely to have a negative impact on the short-term stock price, as it may raise concerns about the company's ownership structure and potential market sentiment.",,,,,,0,
GAIL (INDIA) LTD.,GAIL to enter gas liquefaction for retail sales,2022-06-22T07:00:00Z,2022-06-22,1,TRUE,"YES
Hold for at least 180 days.
GAIL's decision to enter gas liquefaction for retail sales is likely to have a positive impact on the short-term stock price, as it signals diversification and potential revenue growth in the liquefied natural gas (LNG) market.",,(23 june 2022),(20 december 2022),133.3,97.8,-35.5,n
BHARAT PETROLEUM CORPORATION LTD.,Govt to decide on re-initiating BPCL sale after reviewing situation in due course: Finance ministry,2022-08-08T07:00:00Z,2022-08-08,0,TRUE,"UNKNOWN
The impact of the government's decision on re-initiating the sale of BPCL after reviewing the situation is uncertain, and its effect on the short-term stock price depends on the outcome of the review and any related developments.",,,,,,0,
BHARAT PETROLEUM CORPORATION LTD.,"Gujarat: 56,000 litres of diesel leaks out from BPCL pipeline at Kandla",2022-05-24T07:00:00Z,2022-05-24,-1,TRUE,"NO
The news of a significant diesel leak from a BPCL pipeline in Gujarat is likely to have a negative impact on the short-term stock price of Bharat Petroleum, as it raises environmental and operational concerns.",,,,,,0,
BHARAT PETROLEUM CORPORATION LTD.,BPCL sets up new polymer technology plant,2022-01-11T08:00:00Z,2022-01-11,1,TRUE,"YES
Hold for at least 90 days.
BPCL's establishment of a new polymer technology plant is likely to have a positive impact on the short-term stock price, as it represents potential growth in the company's product offerings and revenue streams.",,(12 january 2022),(12 april 2022),393,380.75,-12.25,n
BHARAT PETROLEUM CORPORATION LTD.,BPCL moves HC after RMC seeks Rs 30L in property tax,2021-12-28T08:00:00Z,2021-12-28,-1,TRUE,"UNKNOWN
The impact of BPCL's move to the High Court after RMC's demand for Rs 30 lakh in property tax on the short-term stock price is uncertain and depends on the outcome of the legal proceedings and potential financial implications.",,,,,,0,
BHARAT PETROLEUM CORPORATION LTD.,Bharat Petroleum Corporation Limited Announces Appointment of Five Independent Directors on Board,2021-12-01T08:00:00Z,2021-12-01,1,TRUE,"YES
Hold for at least 90 days.
The appointment of five independent directors on the board of Bharat Petroleum Corporation Limited is likely to have a positive impact on the short-term stock price, as it enhances corporate governance and fosters investor confidence in the company's management.",,(2 december 2021),(2 march 2022),371.8,342.1,-29.7,n
,,,,,,,,,TOTAL =,"184,098.40","184,977.62",879.22,
